scenario_id,road_environment,road_type,weather,lighting,vehicle_speed,true_depth,water_depth,true_ntu,ntu,severity,lidar,lidar_error,R_lidar,ultrasonic,ultrasonic_error,surface_echo,bottom_echo,R_ultrasonic,radar,radar_error,snr,rcs,clutter_probability,R_radar,imu_pitch,imu_roll,imu_acceleration,R_imu,water_state,R_water,water_contact
SC4442,Rural,Mud,Cloudy,Night_Dark,11.17,13,9,136,135.74,Moderate,13.14,0.14,0.46431875064950223,13.08,0.08,0.38,0.62,0.5127146630448847,13.02,0.02,17.44,0.697676326071031,0.257,0.838357130148477,3.548,1.605,9.213,0.927,Flooded Pothole,0.95,True
SC4443,Urban,Gravel,Cloudy,Night_Dark,6.15,16,10,123,124.27,Severe,15.11,-0.89,0.44985408695935153,6.12,-9.88,0.4,0.6,0.49123845184678905,15.68,-0.32,17.86,0.6703200460356393,0.275,0.8378625775589925,4.642,3.514,9.871,0.969,Flooded Pothole,0.95,True
SC4444,Rural,Dirt,Cloudy,Dawn,4.17,20,1,175,169.03,Moderate,20.12,0.12,0.6567525287658967,20.09,0.09,0.22,0.78,0.42381367787810986,20.22,0.22,26.49,0.9607894391523232,0.104,0.9857212879925038,7.366,2.296,10.787,0.96,Shallow Puddle,0.9,True
SC4445,Urban,Asphalt,Mist,Dawn,9.36,5,5,98,102.88,Moderate,5.32,0.32,0.5977348607644927,4.93,-0.07,0.3,0.7,0.6024955834975404,5.13,0.13,23.65,0.8187307530779818,0.171,0.9363126594155425,0.9,1.608,10.15,0.979,Flooded Pothole,0.95,True
SC4446,Urban,Dirt,Rainy,Night_Streetlights,11.73,12,10,310,313.59,Severe,11.66,-0.34,0.3322910624536482,11.91,-0.09,0.4,0.6,0.49123845184678905,12.87,0.87,17.95,0.6703200460356393,0.3,0.8393002094181222,3.101,3.431,9.562,0.948,Flooded Pothole,0.95,True
SC4447,Rural,Gravel,Mist,Night_Streetlights,10.27,11,11,170,156.06,Severe,11.28,0.28,0.4066932757058349,11.0,0.0,0.42,0.58,0.4701388626627085,10.94,-0.06,17.3,0.6440364210831414,0.3,0.8141043973541919,-1.766,1.882,9.941,0.955,Flooded Pothole,0.95,True
SC4448,Urban,Concrete,Drizzle,Night_Dark,7.98,19,8,134,131.62,Severe,19.75,0.75,0.49135323023086613,18.82,-0.18,0.36,0.64,0.5345729353032141,19.26,0.26,22.73,0.7261490370736909,0.236,0.9005376007072448,3.189,4.773,9.373,0.976,Flooded Pothole,0.95,True
SC4449,Rural,Asphalt,Mist,Night_Streetlights,3.24,5,0,154,149.43,Low,4.67,-0.33,0.712419753392323,5.06,0.06,0.0,1.0,1.0,4.85,-0.15,29.26,1.0,0.08,0.9985583934758037,1.286,1.297,9.585,0.978,Dry,0.98,False
SC4450,Urban,Mud,Drizzle,Night_Dark,9.48,18,12,85,90.51,Severe,18.79,0.79,0.4296364040366429,6.59,-11.41,0.44,0.56,0.449410526858988,18.04,0.04,14.68,0.6187833918061408,0.3,0.6825120743372387,7.793,2.173,9.882,0.948,Flooded Pothole,0.95,True
SC4451,Urban,Concrete,Rainy,Dusk,6.47,14,14,313,313.26,Extreme,14.32,0.32,0.2722005957824227,13.98,-0.02,0.48,0.52,0.40904648775460783,14.25,0.25,13.62,0.5712090638488149,0.3,0.5819267560301503,2.218,2.01,9.622,0.983,Flooded Pothole,0.95,True
SC4452,Urban,Mud,Mist,Night_Streetlights,11.39,16,11,160,152.96,Severe,15.99,-0.01,0.40871548528730034,4.96,-11.04,0.42,0.58,0.4701388626627085,15.97,-0.03,13.72,0.6440364210831414,0.3,0.6124543868998955,5.519,4.804,9.639,0.94,Flooded Pothole,0.95,True
SC4453,Rural,Asphalt,Rainy,Dawn,6.96,5,4,170,173.35,Moderate,4.65,-0.35,0.5613784511050941,4.94,-0.06,0.28,0.72,0.6259379294871402,5.09,0.09,28.5,0.8521437889662113,0.165,0.9502706527021765,2.92,0.852,9.987,0.977,Flooded Pothole,0.95,True
SC4454,Rural,Dirt,Thunderstorm,Dusk,5.5,8,0,323,323.58,Moderate,7.02,-0.98,0.5391680368392815,8.14,0.14,0.0,1.0,1.0,7.96,-0.04,30.1,1.0,0.115,0.9980273228872782,-1.302,1.273,10.159,0.952,Dry,0.98,False
SC4455,Urban,Dirt,Mist,Dusk,10.35,18,13,153,155.79,Extreme,17.09,-0.91,0.36815030010400474,5.0,-13.0,0.46,0.54,0.4290481453518004,18.48,0.48,15.49,0.5945205479701944,0.3,0.7244333179766136,2.597,3.577,9.544,0.95,Flooded Pothole,0.95,True
SC4456,Rural,Gravel,Thunderstorm,Daylight,9.68,12,8,362,353.86,Severe,13.25,1.25,0.34432269309177316,4.13,-7.87,0.36,0.64,0.5345729353032141,11.61,-0.39,20.48,0.7261490370736909,0.281,0.8910906766442594,1.297,2.283,9.571,0.951,Flooded Pothole,0.95,True
SC4457,Rural,Asphalt,Cloudy,Night_Dark,5.89,5,5,134,139.17,Moderate,4.73,-0.27,0.5640163717386341,0.41,-4.59,0.3,0.7,0.6024955834975404,4.73,-0.27,22.81,0.8187307530779818,0.178,0.9347550373965158,1.937,0.282,10.068,0.981,Flooded Pothole,0.95,True
SC4458,Urban,Gravel,Foggy,Daylight,9.4,19,17,177,172.29,Extreme,20.46,1.46,0.2935627099544847,1.85,-17.15,0.54,0.46,0.3511545673949525,18.65,-0.35,10.27,0.5066169923655895,0.3,0.24031692094091803,3.073,0.435,10.455,0.964,Flooded Pothole,0.95,True
SC4459,Urban,Dirt,Foggy,Night_Dark,4.46,12,7,170,173.31,Moderate,12.66,0.66,0.48321383535516066,11.96,-0.04,0.34,0.66,0.5568187789536133,12.05,0.05,20.62,0.7557837414557255,0.225,0.9037294526861784,4.284,2.375,9.386,0.97,Flooded Pothole,0.95,True
SC4460,Rural,Gravel,Clear,Night_Dark,8.19,17,16,40,48.37,Extreme,18.07,1.07,0.37629118767751374,17.16,0.16,0.52,0.48,0.3701047611857118,17.69,0.69,8.93,0.5272924240430485,0.3,0.14550880828223653,3.473,3.838,9.345,0.961,Flooded Pothole,0.95,True
SC4461,Urban,Mud,Rainy,Daylight,4.4,15,1,158,161.17,Moderate,15.16,0.16,0.6650640015666306,15.19,0.19,0.22,0.78,0.42381367787810986,15.11,0.11,29.63,0.9607894391523232,0.102,0.9863120314592569,5.348,4.107,9.618,0.962,Shallow Puddle,0.9,True
SC4462,Rural,Mud,Drizzle,Night_Streetlights,4.98,10,4,136,127.58,Moderate,10.2,0.2,0.604032061803512,5.83,-4.17,0.28,0.72,0.6259379294871402,10.04,0.04,24.58,0.8521437889662113,0.156,0.9489146963032523,0.101,1.503,10.008,0.956,Flooded Pothole,0.95,True
SC4463,Rural,Concrete,Drizzle,Night_Dark,11.97,17,10,125,123.62,Severe,17.62,0.62,0.4503221785752389,6.87,-10.13,0.4,0.6,0.49123845184678905,17.03,0.03,15.72,0.6703200460356393,0.275,0.7637127802293795,0.233,1.241,10.153,0.968,Flooded Pothole,0.95,True
SC4464,Urban,Concrete,Mist,Dusk,4.35,17,1,185,180.84,Moderate,17.39,0.39,0.6444590475817074,16.82,-0.18,0.22,0.78,0.42381367787810986,17.18,0.18,30.26,0.9607894391523232,0.106,0.9862842169790154,2.436,3.239,9.126,0.979,Shallow Puddle,0.9,True
SC4465,Urban,Dirt,Clear,Night_Dark,10.68,6,1,42,40.66,Low,7.0,1.0,0.8064962751213104,6.19,0.19,0.22,0.78,0.42381367787810986,6.4,0.4,28.9,0.9607894391523232,0.078,0.9866452608112092,-0.807,0.694,10.283,0.938,Shallow Puddle,0.9,True
SC4466,Rural,Dirt,Rainy,Night_Streetlights,10.02,5,2,270,266.12,Moderate,4.64,-0.36,0.5348376692984053,5.15,0.15,0.24,0.76,0.6740595319050396,4.9,-0.1,27.45,0.9231163463866358,0.143,0.9735646773339768,0.028,1.483,9.81,0.933,Shallow Puddle,0.9,True
SC4467,Rural,Concrete,Rainy,Dusk,6.3,19,8,237,232.39,Severe,18.89,-0.11,0.4181880781191514,10.96,-8.04,0.36,0.64,0.5345729353032141,19.1,0.1,20.43,0.7261490370736909,0.256,0.891224054402558,5.208,5.842,9.254,0.976,Flooded Pothole,0.95,True
SC4468,Urban,Mud,Mist,Dawn,3.77,18,2,103,99.27,Moderate,18.67,0.67,0.6984916880986114,18.44,0.44,0.24,0.76,0.6740595319050396,17.95,-0.05,25.02,0.9231163463866358,0.11,0.9731097908354821,3.723,4.424,9.477,0.966,Shallow Puddle,0.9,True
SC4469,Urban,Gravel,Thunderstorm,Daylight,5.51,17,10,500,500.0,Extreme,17.19,0.19,0.24659696394160652,17.3,0.3,0.4,0.6,0.49123845184678905,17.5,0.5,19.3,0.6703200460356393,0.3,0.8597972309157194,1.687,3.148,9.581,0.971,Flooded Pothole,0.95,True
SC4470,Urban,Dirt,Mist,Night_Dark,10.29,6,0,180,177.07,Low,6.26,0.26,0.6816002068431597,6.04,0.04,0.0,1.0,1.0,6.03,0.03,27.66,1.0,0.085,0.9982567274295518,0.128,-0.314,9.268,0.937,Dry,0.98,False
SC4471,Rural,Asphalt,Foggy,Night_Dark,5.73,12,3,155,160.31,Moderate,12.25,0.25,0.6026034060771311,8.97,-3.03,0.26,0.74,0.6497906188812154,11.9,-0.1,25.21,0.8869204367171575,0.142,0.9610928202001257,0.523,0.621,9.495,0.975,Flooded Pothole,0.95,True
SC4472,Rural,Mud,Mist,Night_Streetlights,4.23,5,0,184,185.59,Low,4.32,-0.68,0.6723716773923322,5.12,0.12,0.0,1.0,1.0,4.86,-0.14,26.91,1.0,0.087,0.9980428562034778,2.327,1.813,9.982,0.956,Dry,0.98,False
SC4473,Rural,Gravel,Mist,Dawn,5.39,5,1,155,164.11,Low,4.78,-0.22,0.6619428871196734,4.89,-0.11,0.22,0.78,0.42381367787810986,5.16,0.16,31.58,0.9607894391523232,0.103,0.9863864227219072,3.843,1.186,10.25,0.962,Shallow Puddle,0.9,True
SC4474,Urban,Dirt,Thunderstorm,Night_Dark,10.84,5,0,474,466.33,Moderate,4.43,-0.57,0.4290730906889076,4.87,-0.13,0.0,1.0,1.0,5.18,0.18,32.46,1.0,0.143,0.9976173029258518,1.983,0.084,10.113,0.934,Dry,0.98,False
SC4475,Urban,Asphalt,Thunderstorm,Dusk,11.63,16,14,274,268.6,Extreme,17.53,1.53,0.2923627363182025,1.79,-14.21,0.48,0.52,0.40904648775460783,16.1,0.1,11.29,0.5712090638488149,0.3,0.3465535700803441,2.395,2.201,10.465,0.975,Flooded Pothole,0.95,True
SC4476,Rural,Asphalt,Foggy,Dawn,8.08,17,2,175,174.39,Moderate,17.12,0.12,0.619387619211553,16.95,-0.05,0.24,0.76,0.6740595319050396,17.06,0.06,26.09,0.9231163463866358,0.125,0.973456037024163,9.962,-0.25,9.167,0.969,Shallow Puddle,0.9,True
SC4477,Urban,Mud,Cloudy,Night_Streetlights,5.36,16,1,141,136.58,Moderate,16.28,0.28,0.6917518402754195,15.4,-0.6,0.22,0.78,0.42381367787810986,16.0,0.0,29.56,0.9607894391523232,0.097,0.9863906048763504,6.638,2.176,10.614,0.957,Shallow Puddle,0.9,True
SC4478,Urban,Mud,Mist,Night_Dark,7.32,12,9,132,135.79,Moderate,12.78,0.78,0.4642816066352306,2.71,-9.29,0.38,0.62,0.5127146630448847,11.83,-0.17,18.16,0.697676326071031,0.257,0.8543197973900244,6.483,1.017,9.448,0.958,Flooded Pothole,0.95,True
SC4479,Rural,Asphalt,Thunderstorm,Night_Streetlights,7.36,7,7,251,260.64,Moderate,7.62,0.62,0.4202002061380844,7.07,0.07,0.34,0.66,0.5568187789536133,7.08,0.08,19.62,0.7557837414557255,0.242,0.8957249047964132,0.47,1.465,10.012,0.978,Flooded Pothole,0.95,True
SC4480,Urban,Gravel,Foggy,Daylight,2.17,10,8,193,202.69,Moderate,10.61,0.61,0.43854011018835565,10.11,0.11,0.36,0.64,0.5345729353032141,9.61,-0.39,21.57,0.7261490370736909,0.251,0.8969867102372187,-0.745,2.706,9.659,0.983,Flooded Pothole,0.95,True
SC4481,Rural,Asphalt,Clear,Daylight,2.74,12,3,17,15.22,Low,11.81,-0.19,0.7600644854689566,11.86,-0.14,0.26,0.74,0.6497906188812154,11.83,-0.17,24.48,0.8869204367171575,0.113,0.9610098321772651,4.748,0.256,10.461,0.981,Shallow Puddle,0.9,True
SC4482,Rural,Concrete,Foggy,Dusk,7.63,10,2,110,110.3,Low,10.03,0.03,0.6862728430063756,10.05,0.05,0.24,0.76,0.6740595319050396,10.62,0.62,24.23,0.9231163463866358,0.112,0.9723762406101645,2.349,2.994,9.899,0.972,Shallow Puddle,0.9,True
SC4483,Urban,Gravel,Mist,Dawn,8.76,11,7,191,189.79,Moderate,11.95,0.95,0.470638968558713,10.99,-0.01,0.34,0.66,0.5568187789536133,11.32,0.32,22.28,0.7557837414557255,0.228,0.9104827687057343,-3.094,1.25,9.137,0.962,Flooded Pothole,0.95,True
SC4484,Rural,Dirt,Drizzle,Night_Dark,9.16,16,12,119,109.81,Severe,16.47,0.47,0.41657198465670786,16.04,0.04,0.44,0.56,0.449410526858988,16.26,0.26,18.33,0.6187833918061408,0.3,0.8263416031345981,2.461,4.656,10.761,0.945,Flooded Pothole,0.95,True
SC4485,Urban,Gravel,Rainy,Night_Streetlights,11.18,8,1,296,300.54,Moderate,8.34,0.34,0.5321318404224129,8.1,0.1,0.22,0.78,0.42381367787810986,7.97,-0.03,26.61,0.9607894391523232,0.13,0.9853179190512681,-0.392,0.864,10.31,0.946,Shallow Puddle,0.9,True
SC4486,Rural,Concrete,Thunderstorm,Daylight,11.17,6,5,308,308.21,Moderate,6.49,0.49,0.43035879983799014,5.82,-0.18,0.3,0.7,0.6024955834975404,6.28,0.28,25.51,0.8187307530779818,0.212,0.937260799649024,2.926,-0.51,9.668,0.972,Flooded Pothole,0.95,True
SC4487,Rural,Dirt,Clear,Night_Streetlights,2.93,15,15,86,79.14,Extreme,16.2,1.2,0.3765802903108513,0.0,-15.0,0.5,0.5,0.38940039153570244,14.79,-0.21,13.62,0.5488116360940265,0.3,0.5749853665908974,5.642,4.407,9.191,0.977,Flooded Pothole,0.95,True
SC4488,Urban,Asphalt,Foggy,Night_Streetlights,7.42,6,6,116,115.74,Moderate,7.13,1.13,0.5570033637637102,5.87,-0.13,0.32,0.68,0.5794577764970238,5.68,-0.32,22.38,0.7866278610665535,0.193,0.9223560475565706,-0.052,1.782,9.649,0.981,Flooded Pothole,0.95,True
SC4489,Urban,Asphalt,Thunderstorm,Daylight,3.82,12,3,265,268.95,Moderate,11.73,-0.27,0.506454900864056,8.6,-3.4,0.26,0.74,0.6497906188812154,12.04,0.04,24.2,0.8869204367171575,0.164,0.9598586162719184,4.835,1.311,10.425,0.98,Shallow Puddle,0.9,True
SC4490,Rural,Gravel,Foggy,Daylight,4.21,6,3,138,139.53,Low,6.07,0.07,0.6229755540809178,3.15,-2.85,0.26,0.74,0.6497906188812154,5.78,-0.22,28.35,0.8869204367171575,0.138,0.9621913027458721,1.392,-1.143,9.386,0.97,Flooded Pothole,0.95,True
SC4491,Rural,Gravel,Foggy,Night_Streetlights,9.04,8,0,249,248.08,Low,8.33,0.33,0.6083967868028994,8.14,0.14,0.0,1.0,1.0,7.83,-0.17,31.32,1.0,0.1,0.9983376058223663,-0.405,3.782,10.073,0.942,Dry,0.98,False
SC4492,Rural,Asphalt,Thunderstorm,Night_Dark,2.31,6,2,341,333.87,Moderate,5.42,-0.58,0.47989305595383797,6.29,0.29,0.24,0.76,0.6740595319050396,6.21,0.21,30.71,0.9231163463866358,0.157,0.9736649897245103,3.646,1.353,10.124,0.982,Shallow Puddle,0.9,True
SC4493,Urban,Concrete,Clear,Daylight,9.93,6,6,27,25.15,Moderate,6.33,0.33,0.6438818708888466,0.16,-5.84,0.32,0.68,0.5794577764970238,6.29,0.29,21.46,0.7866278610665535,0.175,0.9196896998844489,-0.48,1.697,10.097,0.979,Flooded Pothole,0.95,True
SC4494,Urban,Asphalt,Rainy,Dusk,2.13,8,8,316,317.07,Severe,7.61,-0.39,0.36519931717207377,0.0,-8.0,0.36,0.64,0.5345729353032141,8.48,0.48,21.81,0.7261490370736909,0.273,0.8974282192118422,3.213,0.106,10.275,0.987,Flooded Pothole,0.95,True
SC4495,Rural,Gravel,Thunderstorm,Dawn,3.02,7,7,482,479.88,Severe,6.84,-0.16,0.2958780212388364,7.06,0.06,0.34,0.66,0.5568187789536133,6.78,-0.22,20.61,0.7557837414557255,0.286,0.9025617353372442,1.615,0.303,9.48,0.979,Flooded Pothole,0.95,True
SC4496,Urban,Asphalt,Drizzle,Night_Streetlights,7.66,15,8,151,147.91,Moderate,15.23,0.23,0.47871205505459274,15.27,0.27,0.36,0.64,0.5345729353032141,14.71,-0.29,22.34,0.7261490370736909,0.24,0.8995646932750853,5.437,2.948,10.176,0.977,Flooded Pothole,0.95,True
SC4497,Urban,Gravel,Thunderstorm,Night_Streetlights,10.12,5,4,424,427.69,Moderate,6.31,1.31,0.37369923110956516,5.47,0.47,0.28,0.72,0.6259379294871402,5.32,0.32,26.59,0.8521437889662113,0.216,0.9489633072593469,2.643,0.303,9.53,0.96,Flooded Pothole,0.95,True
SC4498,Urban,Gravel,Rainy,Daylight,5.98,19,8,207,200.44,Severe,18.67,-0.33,0.4401216997381069,11.11,-7.89,0.36,0.64,0.5345729353032141,18.63,-0.37,21.32,0.7261490370736909,0.25,0.8960162401551167,3.113,3.693,10.35,0.968,Flooded Pothole,0.95,True
SC4499,Urban,Mud,Mist,Night_Dark,4.58,16,1,142,131.33,Moderate,16.54,0.54,0.6975870292164147,14.9,-1.1,0.22,0.78,0.42381367787810986,16.02,0.02,27.68,0.9607894391523232,0.096,0.9861707673599751,8.269,0.168,10.531,0.961,Shallow Puddle,0.9,True
SC4500,Rural,Mud,Clear,Dusk,2.16,9,9,84,74.51,Moderate,9.91,0.91,0.5121099146150069,9.2,0.2,0.38,0.62,0.5127146630448847,8.93,-0.07,20.19,0.697676326071031,0.245,0.8791553777217118,4.302,1.801,10.151,0.979,Flooded Pothole,0.95,True
SC4501,Rural,Mud,Rainy,Night_Streetlights,10.48,18,5,200,198.05,Moderate,18.41,0.41,0.5133076017294594,18.11,0.11,0.3,0.7,0.6024955834975404,18.71,0.71,24.78,0.8187307530779818,0.19,0.9371726229043073,7.611,1.495,10.239,0.92,Flooded Pothole,0.95,True
SC4502,Rural,Mud,Rainy,Night_Streetlights,10.06,17,2,273,273.14,Moderate,16.79,-0.21,0.5288639836177615,14.86,-2.14,0.24,0.76,0.6740595319050396,17.14,0.14,25.35,0.9231163463866358,0.145,0.9727321622390418,3.049,1.773,10.088,0.918,Shallow Puddle,0.9,True
SC4503,Urban,Concrete,Clear,Night_Streetlights,7.24,14,7,17,22.53,Moderate,14.22,0.22,0.6150522840953405,13.88,-0.12,0.34,0.66,0.5568187789536133,13.81,-0.19,22.61,0.7557837414557255,0.195,0.9118684136517669,0.749,1.075,9.405,0.978,Flooded Pothole,0.95,True
SC4504,Urban,Dirt,Rainy,Dusk,7.82,17,16,201,200.93,Extreme,18.63,1.63,0.2947911911146297,0.62,-16.38,0.52,0.48,0.3701047611857118,17.21,0.21,9.67,0.5272924240430485,0.3,0.19516823721947787,7.622,4.75,9.363,0.963,Flooded Pothole,0.95,True
SC4505,Urban,Asphalt,Thunderstorm,Night_Streetlights,6.46,9,9,456,456.03,Extreme,9.63,0.63,0.27813518680994176,9.07,0.07,0.38,0.62,0.5127146630448847,9.63,0.63,19.71,0.697676326071031,0.3,0.874282129664483,-0.439,0.315,9.419,0.982,Flooded Pothole,0.95,True
SC4506,Urban,Dirt,Clear,Night_Streetlights,9.19,17,4,98,94.77,Moderate,17.41,0.41,0.6365883911536454,17.06,0.06,0.28,0.72,0.6259379294871402,16.84,-0.16,23.85,0.8521437889662113,0.149,0.9482612541839198,0.174,4.769,9.175,0.946,Flooded Pothole,0.95,True
SC4507,Rural,Dirt,Clear,Daylight,3.27,14,9,66,68.56,Moderate,14.37,0.37,0.5170084811824714,13.97,-0.03,0.38,0.62,0.5127146630448847,14.13,0.13,20.3,0.697676326071031,0.244,0.879944332903925,6.537,1.988,9.727,0.972,Flooded Pothole,0.95,True
SC4508,Rural,Dirt,Rainy,Dawn,5.78,8,6,214,211.35,Moderate,7.84,-0.16,0.47799261327962106,7.81,-0.19,0.32,0.68,0.5794577764970238,8.19,0.19,22.95,0.7866278610665535,0.212,0.9232910044998759,3.618,1.419,9.516,0.961,Flooded Pothole,0.95,True
SC4509,Rural,Dirt,Thunderstorm,Dusk,10.97,6,1,266,272.08,Moderate,5.95,-0.05,0.5569231610540619,5.92,-0.08,0.22,0.78,0.42381367787810986,6.33,0.33,31.06,0.9607894391523232,0.124,0.9860123637420228,1.963,-0.013,10.139,0.923,Shallow Puddle,0.9,True
SC4510,Urban,Dirt,Cloudy,Dawn,4.74,9,5,87,83.18,Moderate,9.32,0.32,0.6168755359377728,9.05,0.05,0.3,0.7,0.6024955834975404,9.03,0.03,26.72,0.8187307530779818,0.167,0.9385493435606688,3.181,-0.331,9.558,0.969,Flooded Pothole,0.95,True
SC4511,Rural,Concrete,Cloudy,Dusk,7.21,17,1,50,50.44,Low,17.19,0.19,0.7939744476927588,16.21,-0.79,0.22,0.78,0.42381367787810986,17.14,0.14,30.21,0.9607894391523232,0.08,0.9867139485497074,-1.743,3.345,8.842,0.971,Shallow Puddle,0.9,True
SC4512,Rural,Mud,Foggy,Night_Streetlights,3.08,7,7,146,148.69,Moderate,6.56,-0.44,0.5026284750429946,6.93,-0.07,0.34,0.66,0.5568187789536133,7.16,0.16,21.98,0.7557837414557255,0.22,0.9097672390916379,0.198,0.586,10.218,0.975,Flooded Pothole,0.95,True
SC4513,Rural,Asphalt,Thunderstorm,Daylight,11.08,5,5,342,346.13,Moderate,6.47,1.47,0.4050243865437895,4.82,-0.18,0.3,0.7,0.6024955834975404,5.6,0.6,25.4,0.8187307530779818,0.219,0.9370724767246091,-0.859,2.11,9.599,0.973,Flooded Pothole,0.95,True
SC4514,Rural,Concrete,Cloudy,Dawn,7.15,11,11,80,79.79,Severe,12.42,1.42,0.4594780994590735,11.02,0.02,0.42,0.58,0.4701388626627085,10.86,-0.14,17.43,0.6440364210831414,0.286,0.8177380740523287,0.015,1.994,9.68,0.98,Flooded Pothole,0.95,True
SC4515,Rural,Gravel,Clear,Dusk,3.49,12,4,84,85.62,Moderate,12.67,0.67,0.6459765992027469,12.07,0.07,0.28,0.72,0.6259379294871402,12.39,0.39,25.03,0.8521437889662113,0.147,0.9494228295384379,0.344,3.826,9.352,0.972,Flooded Pothole,0.95,True
SC4516,Urban,Concrete,Mist,Dawn,10.83,5,4,90,89.5,Low,5.01,0.01,0.6419787984876657,1.03,-3.97,0.28,0.72,0.6259379294871402,5.04,0.04,25.62,0.8521437889662113,0.148,0.9497646125095123,3.666,0.648,9.791,0.976,Flooded Pothole,0.95,True
SC4517,Rural,Mud,Drizzle,Daylight,4.81,8,4,99,99.34,Moderate,8.0,0.0,0.6319506331440718,7.87,-0.13,0.28,0.72,0.6259379294871402,8.51,0.51,27.24,0.8521437889662113,0.15,0.9503115543106291,4.144,1.244,9.743,0.959,Flooded Pothole,0.95,True
SC4518,Rural,Asphalt,Foggy,Daylight,8.81,13,11,150,149.62,Severe,12.87,-0.13,0.41090550736772813,12.99,-0.01,0.42,0.58,0.4701388626627085,13.5,0.5,18.3,0.6440364210831414,0.3,0.8358058042261864,4.272,3.629,9.818,0.975,Flooded Pothole,0.95,True
SC4519,Rural,Dirt,Foggy,Night_Dark,9.56,9,4,111,113.75,Moderate,9.63,0.63,0.61754706176468,5.46,-3.54,0.28,0.72,0.6259379294871402,8.81,-0.19,24.61,0.8521437889662113,0.153,0.9489923499513793,1.452,0.742,9.285,0.937,Flooded Pothole,0.95,True
SC4520,Urban,Asphalt,Rainy,Night_Dark,4.17,9,3,143,140.36,Moderate,9.45,0.45,0.6221487916368665,9.02,0.02,0.26,0.74,0.6497906188812154,9.12,0.12,25.64,0.8869204367171575,0.138,0.9614126677064679,-1.162,0.396,10.155,0.98,Flooded Pothole,0.95,True
SC4521,Urban,Mud,Foggy,Dawn,5.83,5,0,245,251.86,Low,4.97,-0.03,0.6047283076993465,5.1,0.1,0.0,1.0,1.0,5.75,0.75,30.54,1.0,0.1,0.9983072352682897,-2.265,0.278,10.197,0.954,Dry,0.98,False
SC4522,Urban,Gravel,Rainy,Dusk,8.17,19,16,317,321.1,Extreme,21.02,2.02,0.24322702804784907,19.08,0.08,0.52,0.48,0.3701047611857118,18.76,-0.24,11.67,0.5272924240430485,0.3,0.37664730972497,4.858,1.703,10.372,0.966,Flooded Pothole,0.95,True
SC4523,Urban,Dirt,Mist,Dusk,6.52,16,16,140,139.81,Extreme,14.98,-1.02,0.3250760903179267,0.14,-15.86,0.52,0.48,0.3701047611857118,16.03,0.03,12.53,0.5272924240430485,0.3,0.4644973920594667,-1.478,3.606,9.28,0.968,Flooded Pothole,0.95,True
SC4524,Rural,Gravel,Thunderstorm,Daylight,9.02,18,6,446,442.25,Severe,17.16,-0.84,0.33035085247133705,12.05,-5.95,0.32,0.68,0.5794577764970238,18.51,0.51,22.83,0.7866278610665535,0.258,0.9222168504792293,7.92,1.579,9.308,0.948,Flooded Pothole,0.95,True
SC4525,Urban,Mud,Cloudy,Night_Streetlights,4.95,9,5,129,123.66,Moderate,9.21,0.21,0.5781881177651111,8.95,-0.05,0.3,0.7,0.6024955834975404,9.19,0.19,24.57,0.8187307530779818,0.175,0.9372609644640315,4.032,1.692,9.824,0.966,Flooded Pothole,0.95,True
SC4526,Urban,Concrete,Mist,Dusk,2.68,11,5,94,92.61,Moderate,11.96,0.96,0.6076379812061488,10.96,-0.04,0.3,0.7,0.6024955834975404,11.09,0.09,23.75,0.8187307530779818,0.169,0.9364815801380046,0.251,2.474,10.171,0.984,Flooded Pothole,0.95,True
SC4527,Urban,Dirt,Foggy,Dawn,4.52,15,1,163,171.16,Moderate,15.15,0.15,0.654518125733246,15.02,0.02,0.22,0.78,0.42381367787810986,14.98,-0.02,29.09,0.9607894391523232,0.104,0.9862329935851326,-2.219,0.379,8.847,0.965,Shallow Puddle,0.9,True
SC4528,Urban,Gravel,Foggy,Night_Dark,3.59,10,8,220,226.0,Moderate,10.84,0.84,0.4224855643447426,10.0,0.0,0.36,0.64,0.5345729353032141,10.38,0.38,21.71,0.7261490370736909,0.255,0.8974174040245427,2.694,1.509,9.253,0.979,Flooded Pothole,0.95,True
SC4529,Rural,Gravel,Rainy,Night_Streetlights,9.09,18,12,216,213.81,Extreme,17.51,-0.49,0.3527146168046149,17.94,-0.06,0.44,0.56,0.449410526858988,18.11,0.11,16.5,0.6187833918061408,0.3,0.7791075709299262,6.063,0.463,9.203,0.953,Flooded Pothole,0.95,True
SC4530,Urban,Mud,Foggy,Night_Dark,9.07,20,9,182,188.8,Severe,19.74,-0.26,0.4265268328335425,19.93,-0.07,0.38,0.62,0.5127146630448847,19.93,-0.07,18.26,0.697676326071031,0.268,0.8559638577687381,4.292,5.199,10.785,0.945,Flooded Pothole,0.95,True
SC4531,Rural,Mud,Clear,Daylight,5.13,6,5,60,61.83,Moderate,6.55,0.55,0.6383120555073002,5.86,-0.14,0.3,0.7,0.6024955834975404,5.87,-0.13,21.33,0.8187307530779818,0.162,0.9304680226271419,-0.04,1.075,9.929,0.962,Flooded Pothole,0.95,True
SC4532,Urban,Asphalt,Mist,Night_Streetlights,5.71,16,6,93,94.07,Moderate,15.99,-0.01,0.5766544876866331,16.25,0.25,0.32,0.68,0.5794577764970238,16.07,0.07,22.54,0.7866278610665535,0.189,0.9228186214354384,-1.051,0.25,9.58,0.978,Flooded Pothole,0.95,True
