scenario_id,road_environment,road_type,weather,lighting,vehicle_speed,true_depth,water_depth,true_ntu,ntu,severity,lidar,lidar_error,R_lidar,ultrasonic,ultrasonic_error,surface_echo,bottom_echo,measurement_type,bottom_confidence,echo_ambiguity,R_ultrasonic,radar,radar_error,snr,rcs,clutter_probability,R_radar,imu_pitch,imu_roll,imu_acceleration,R_imu,water_state,R_water,water_contact,surface_sigma,bottom_sigma
SC12659,Rural,Mud,Mist,Night_Streetlights,6.08,7.0,0.0,146.0,147.74,Low,6.87,-0.13,0.744,7.09,0.09,0.0,1.0,Bottom,1.0,0.0,1.0,6.93,-0.07,32.29,1.0,0.08,1.0,2.245,0.728,9.721,0.943,Dry,0.98,False,0.0,0.15
SC12660,Rural,Concrete,Thunderstorm,Dusk,9.83,7.0,4.0,253.0,255.73,Moderate,8.53,1.53,0.467,7.33,0.33,0.293,0.674,Bottom,0.545,0.618,0.465,6.76,-0.24,26.28,0.8521437889662113,0.181,0.834,3.081,2.344,10.299,0.972,Flooded Pothole,0.95,True,0.378,0.18
SC12661,Rural,Dirt,Foggy,Dusk,10.5,9.0,5.0,108.0,107.42,Moderate,9.16,0.16,0.59,6.58,-2.42,0.319,0.641,Surface,0.498,0.678,0.289,9.14,0.14,24.53,0.8187307530779818,0.171,0.797,-1.354,-1.03,9.399,0.934,Flooded Pothole,0.95,True,0.39,0.188
SC12662,Rural,Gravel,Mist,Daylight,7.88,19.0,10.0,127.0,129.71,Severe,19.04,0.04,0.413,13.66,-5.34,0.413,0.521,Surface,0.331,0.892,0.25,18.98,-0.02,19.3,0.6703200460356393,0.276,0.635,1.072,3.044,9.502,0.956,Flooded Pothole,0.95,True,0.45,0.225
SC12663,Rural,Concrete,Clear,Night_Dark,11.17,18.0,5.0,14.0,17.1,Moderate,17.84,-0.16,0.707,18.27,0.27,0.319,0.641,Bottom,0.498,0.678,0.424,17.88,-0.12,22.07,0.8187307530779818,0.153,0.797,1.665,3.065,9.199,0.966,Flooded Pothole,0.95,True,0.39,0.188
SC12664,Rural,Mud,Mist,Dawn,11.12,15.0,11.0,160.0,164.74,Severe,14.02,-0.98,0.362,9.42,-5.58,0.426,0.503,Surface,0.307,0.923,0.25,14.84,-0.16,15.2,0.6440364210831414,0.3,0.607,7.387,1.624,10.254,0.928,Flooded Pothole,0.95,True,0.462,0.232
SC12665,Rural,Concrete,Thunderstorm,Night_Streetlights,8.66,19.0,11.0,461.0,463.54,Extreme,19.96,0.96,0.199,12.74,-6.26,0.426,0.503,Surface,0.307,0.923,0.25,19.36,0.36,18.9,0.6440364210831414,0.3,0.607,8.738,3.292,9.646,0.974,Flooded Pothole,0.95,True,0.462,0.232
SC12666,Rural,Mud,Rainy,Daylight,10.18,17.0,10.0,265.0,263.7,Severe,17.78,0.78,0.316,12.19,-4.81,0.413,0.521,Surface,0.331,0.892,0.25,16.98,-0.02,19.94,0.6703200460356393,0.3,0.635,1.639,1.056,8.858,0.93,Flooded Pothole,0.95,True,0.45,0.225
SC12667,Rural,Dirt,Rainy,Dawn,9.19,8.0,3.0,146.0,142.35,Moderate,8.47,0.47,0.624,7.77,-0.23,0.263,0.711,Bottom,0.598,0.552,0.524,8.1,0.1,30.83,0.8869204367171575,0.138,0.873,0.499,-0.892,9.776,0.937,Flooded Pothole,0.95,True,0.366,0.172
SC12668,Urban,Dirt,Thunderstorm,Dusk,8.97,18.0,11.0,438.0,439.6,Extreme,17.81,-0.19,0.209,18.36,0.36,0.426,0.503,Bottom,0.307,0.923,0.269,18.02,0.02,19.13,0.6440364210831414,0.3,0.607,2.026,3.526,9.653,0.954,Flooded Pothole,0.95,True,0.462,0.232
SC12669,Rural,Gravel,Clear,Night_Dark,8.39,19.0,5.0,66.0,66.64,Moderate,19.24,0.24,0.64,19.12,0.12,0.319,0.641,Bottom,0.498,0.678,0.432,19.44,0.44,24.05,0.8187307530779818,0.163,0.797,0.458,6.287,9.372,0.949,Flooded Pothole,0.95,True,0.39,0.188
SC12670,Urban,Asphalt,Clear,Night_Streetlights,10.66,19.0,12.0,35.0,19.3,Severe,19.36,0.36,0.454,12.43,-6.57,0.437,0.487,Surface,0.286,0.95,0.25,19.24,0.24,16.44,0.6187833918061408,0.294,0.58,8.418,3.019,10.709,0.973,Flooded Pothole,0.95,True,0.474,0.24
SC12671,Rural,Gravel,Clear,Dusk,10.59,18.0,1.0,21.0,15.26,Low,17.73,-0.27,0.911,17.39,-0.61,0.192,0.798,Surface,0.728,0.394,0.581,18.11,0.11,29.34,0.9607894391523232,0.073,0.956,3.524,1.065,9.167,0.936,Shallow Puddle,0.9,True,0.342,0.158
SC12672,Rural,Asphalt,Cloudy,Daylight,10.84,15.0,12.0,133.0,128.18,Severe,16.26,1.26,0.366,9.05,-5.95,0.437,0.487,Surface,0.286,0.95,0.25,14.88,-0.12,13.32,0.6187833918061408,0.3,0.58,3.302,0.988,9.587,0.971,Flooded Pothole,0.95,True,0.474,0.24
SC12673,Urban,Asphalt,Drizzle,Daylight,4.69,5.0,2.0,136.0,141.5,Low,4.96,-0.04,0.665,5.15,0.15,0.23,0.752,Bottom,0.659,0.478,0.596,5.12,0.12,25.0,0.9231163463866358,0.118,0.913,2.42,1.524,9.896,0.98,Shallow Puddle,0.9,True,0.354,0.165
SC12674,Urban,Gravel,Thunderstorm,Daylight,2.24,9.0,4.0,431.0,438.75,Moderate,12.16,3.16,0.324,9.3,0.3,0.293,0.674,Mixed,0.545,0.618,0.436,8.75,-0.25,24.42,0.8521437889662113,0.218,0.834,4.522,2.64,9.589,0.98,Flooded Pothole,0.95,True,0.378,0.18
SC12675,Urban,Concrete,Rainy,Dawn,7.01,12.0,0.0,261.0,263.91,Moderate,12.76,0.76,0.59,12.01,0.01,0.0,1.0,Bottom,1.0,0.0,1.0,11.88,-0.12,31.93,1.0,0.103,1.0,0.675,-0.099,9.052,0.974,Dry,0.98,False,0.0,0.15
SC12676,Rural,Gravel,Mist,Daylight,9.61,12.0,10.0,119.0,118.96,Severe,12.22,0.22,0.422,10.7,-1.3,0.413,0.521,Mixed,0.331,0.892,0.25,12.11,0.11,19.57,0.6703200460356393,0.274,0.635,3.751,3.377,9.465,0.954,Flooded Pothole,0.95,True,0.45,0.225
SC12677,Urban,Mud,Thunderstorm,Night_Streetlights,7.88,18.0,7.0,378.0,376.87,Severe,17.39,-0.61,0.304,18.05,0.05,0.363,0.585,Bottom,0.42,0.778,0.366,17.73,-0.27,24.93,0.7557837414557255,0.265,0.727,-1.741,4.17,10.594,0.95,Flooded Pothole,0.95,True,0.414,0.203
SC12678,Urban,Dirt,Foggy,Night_Dark,9.15,20.0,20.0,148.0,143.53,Extreme,20.81,0.81,0.215,10.55,-9.45,0.494,0.398,Surface,0.17,0.904,0.25,20.04,0.04,8.08,0.44932896411722156,0.3,0.403,4.53,2.447,10.315,0.96,Flooded Pothole,0.95,True,0.57,0.3
SC12679,Rural,Dirt,Drizzle,Night_Streetlights,9.47,19.0,8.0,185.0,184.35,Severe,19.36,0.36,0.419,15.18,-3.82,0.382,0.562,Surface,0.387,0.82,0.25,19.11,0.11,20.83,0.7261490370736909,0.247,0.695,5.704,1.073,10.438,0.937,Flooded Pothole,0.95,True,0.426,0.21
SC12680,Urban,Asphalt,Mist,Dawn,10.71,13.0,3.0,159.0,151.93,Moderate,13.47,0.47,0.612,13.06,0.06,0.263,0.711,Bottom,0.598,0.552,0.535,12.97,-0.03,26.84,0.8869204367171575,0.14,0.873,-2.335,0.475,10.286,0.969,Shallow Puddle,0.9,True,0.366,0.172
SC12681,Urban,Mud,Thunderstorm,Dawn,7.18,18.0,7.0,340.0,349.73,Severe,17.78,-0.22,0.321,18.2,0.2,0.363,0.585,Bottom,0.42,0.778,0.359,18.35,0.35,24.29,0.7557837414557255,0.26,0.727,6.02,3.182,9.324,0.953,Flooded Pothole,0.95,True,0.414,0.203
SC12682,Urban,Gravel,Drizzle,Night_Streetlights,5.15,5.0,0.0,115.0,116.84,Low,4.88,-0.12,0.792,4.96,-0.04,0.0,1.0,Bottom,1.0,0.0,1.0,5.03,0.03,33.0,1.0,0.073,1.0,1.199,1.913,9.622,0.966,Dry,0.98,False,0.0,0.15
SC12683,Urban,Asphalt,Foggy,Dusk,8.47,14.0,0.0,161.0,168.73,Low,13.87,-0.13,0.714,14.01,0.01,0.0,1.0,Bottom,1.0,0.0,1.0,14.02,0.02,27.07,1.0,0.084,1.0,8.758,2.783,9.647,0.971,Dry,0.98,False,0.0,0.15
SC12684,Rural,Gravel,Foggy,Night_Dark,2.03,7.0,5.0,165.0,163.85,Moderate,7.23,0.23,0.527,7.47,0.47,0.319,0.641,Bottom,0.498,0.678,0.414,6.79,-0.21,22.48,0.8187307530779818,0.183,0.797,3.491,0.259,9.285,0.981,Flooded Pothole,0.95,True,0.39,0.188
SC12685,Rural,Dirt,Drizzle,Night_Dark,11.48,16.0,0.0,129.0,132.46,Low,16.12,0.12,0.767,15.93,-0.07,0.0,1.0,Bottom,1.0,0.0,1.0,16.13,0.13,30.37,1.0,0.076,1.0,-0.94,0.027,9.391,0.915,Dry,0.98,False,0.0,0.15
SC12686,Rural,Gravel,Foggy,Daylight,5.17,15.0,7.0,113.0,122.25,Moderate,14.01,-0.99,0.506,11.11,-3.89,0.363,0.585,Surface,0.42,0.778,0.25,15.09,0.09,21.44,0.7557837414557255,0.214,0.727,0.248,1.401,10.162,0.966,Flooded Pothole,0.95,True,0.414,0.203
SC12687,Urban,Mud,Cloudy,Dusk,10.71,16.0,3.0,96.0,93.98,Moderate,16.21,0.21,0.687,15.83,-0.17,0.263,0.711,Bottom,0.598,0.552,0.528,16.08,0.08,27.68,0.8869204367171575,0.129,0.873,5.089,1.807,9.156,0.932,Flooded Pothole,0.95,True,0.366,0.172
SC12688,Rural,Dirt,Clear,Dawn,11.79,11.0,8.0,84.0,88.7,Moderate,10.9,-0.1,0.508,6.66,-4.34,0.382,0.562,Surface,0.387,0.82,0.25,11.3,0.3,19.96,0.7261490370736909,0.228,0.695,0.84,4.001,10.303,0.932,Flooded Pothole,0.95,True,0.426,0.21
SC12689,Rural,Gravel,Foggy,Night_Dark,5.93,17.0,17.0,115.0,114.67,Extreme,17.19,0.19,0.275,9.16,-7.84,0.479,0.425,Surface,0.204,0.947,0.25,17.9,0.9,12.29,0.5066169923655895,0.3,0.462,0.954,-0.249,9.49,0.97,Flooded Pothole,0.95,True,0.534,0.278
SC12690,Rural,Dirt,Thunderstorm,Dusk,6.5,11.0,0.0,358.0,348.94,Moderate,11.42,0.42,0.498,10.76,-0.24,0.0,1.0,Bottom,1.0,0.0,1.0,10.83,-0.17,28.54,1.0,0.12,1.0,4.347,-0.334,9.964,0.946,Dry,0.98,False,0.0,0.15
SC12691,Rural,Mud,Drizzle,Dawn,6.39,9.0,7.0,219.0,213.74,Moderate,8.63,-0.37,0.421,6.24,-2.76,0.363,0.585,Surface,0.42,0.778,0.25,8.66,-0.34,22.34,0.7557837414557255,0.233,0.727,5.857,1.629,9.414,0.955,Flooded Pothole,0.95,True,0.414,0.203
SC12692,Rural,Concrete,Cloudy,Dawn,6.49,14.0,8.0,68.0,69.21,Moderate,15.44,1.44,0.528,9.84,-4.16,0.382,0.562,Surface,0.387,0.82,0.25,14.25,0.25,18.55,0.7261490370736909,0.224,0.695,5.741,3.606,9.526,0.977,Flooded Pothole,0.95,True,0.426,0.21
SC12693,Rural,Gravel,Drizzle,Night_Dark,2.82,14.0,14.0,110.0,107.19,Severe,14.18,0.18,0.336,7.15,-6.85,0.457,0.459,Surface,0.249,0.998,0.25,14.16,0.16,15.65,0.5712090638488149,0.3,0.529,4.776,2.139,9.521,0.98,Flooded Pothole,0.95,True,0.498,0.255
SC12694,Urban,Dirt,Rainy,Daylight,6.93,13.0,11.0,312.0,313.4,Extreme,14.8,1.8,0.269,11.09,-1.91,0.426,0.503,Mixed,0.307,0.923,0.25,12.86,-0.14,15.14,0.6440364210831414,0.3,0.607,-1.311,1.952,10.291,0.965,Flooded Pothole,0.95,True,0.462,0.232
SC12695,Urban,Concrete,Thunderstorm,Dawn,2.98,7.0,4.0,300.0,299.61,Moderate,7.82,0.82,0.428,7.46,0.46,0.293,0.674,Bottom,0.545,0.618,0.458,7.19,0.19,24.38,0.8521437889662113,0.19,0.834,-1.367,-0.82,9.501,0.984,Flooded Pothole,0.95,True,0.378,0.18
SC12696,Rural,Asphalt,Clear,Night_Streetlights,8.39,8.0,0.0,19.0,16.11,Low,8.68,0.68,0.968,7.95,-0.05,0.0,1.0,Bottom,1.0,0.0,1.0,8.04,0.04,30.63,1.0,0.053,1.0,4.507,0.148,10.068,0.967,Dry,0.98,False,0.0,0.15
SC12697,Urban,Concrete,Drizzle,Night_Dark,8.12,10.0,5.0,90.0,81.38,Moderate,9.23,-0.77,0.622,9.95,-0.05,0.319,0.641,Bottom,0.498,0.678,0.435,10.0,0.0,21.73,0.8187307530779818,0.166,0.797,0.059,3.888,9.551,0.977,Flooded Pothole,0.95,True,0.39,0.188
SC12698,Urban,Dirt,Foggy,Daylight,11.4,5.0,1.0,230.0,228.36,Low,5.14,0.14,0.595,5.03,0.03,0.192,0.798,Bottom,0.728,0.394,0.689,5.02,0.02,28.1,0.9607894391523232,0.116,0.956,2.496,-0.232,10.035,0.936,Shallow Puddle,0.9,True,0.342,0.158
SC12699,Urban,Concrete,Thunderstorm,Night_Dark,11.15,12.0,2.0,389.0,383.5,Moderate,11.63,-0.37,0.41,11.65,-0.35,0.23,0.752,Mixed,0.659,0.478,0.547,11.91,-0.09,27.42,0.9231163463866358,0.167,0.913,3.302,1.666,9.87,0.97,Shallow Puddle,0.9,True,0.354,0.165
SC12700,Urban,Asphalt,Thunderstorm,Night_Streetlights,8.65,9.0,6.0,469.0,471.12,Severe,9.78,0.78,0.268,5.99,-3.01,0.342,0.612,Surface,0.457,0.73,0.25,8.63,-0.37,23.57,0.7866278610665535,0.264,0.761,2.914,1.856,9.936,0.976,Flooded Pothole,0.95,True,0.402,0.195
SC12701,Urban,Mud,Clear,Daylight,3.05,10.0,4.0,100.0,100.92,Moderate,9.75,-0.25,0.636,10.09,0.09,0.293,0.674,Bottom,0.545,0.618,0.479,10.42,0.42,22.68,0.8521437889662113,0.15,0.834,5.339,-0.521,9.652,0.972,Flooded Pothole,0.95,True,0.378,0.18
SC12702,Urban,Mud,Clear,Dawn,7.88,10.0,2.0,44.0,45.32,Low,10.28,0.28,0.806,9.14,-0.86,0.23,0.752,Mixed,0.659,0.478,0.514,10.02,0.02,28.8,0.9231163463866358,0.099,0.913,1.147,-0.301,10.522,0.946,Shallow Puddle,0.9,True,0.354,0.165
SC12703,Rural,Asphalt,Cloudy,Daylight,9.48,13.0,5.0,104.0,110.54,Moderate,13.51,0.51,0.587,12.67,-0.33,0.319,0.641,Bottom,0.498,0.678,0.421,12.89,-0.11,24.47,0.8187307530779818,0.172,0.797,4.647,0.257,10.381,0.969,Flooded Pothole,0.95,True,0.39,0.188
SC12704,Urban,Gravel,Mist,Dawn,7.42,5.0,2.0,127.0,123.6,Low,4.57,-0.43,0.689,3.48,-1.52,0.23,0.752,Surface,0.659,0.478,0.454,4.81,-0.19,27.28,0.9231163463866358,0.115,0.913,0.994,0.067,9.327,0.963,Shallow Puddle,0.9,True,0.354,0.165
SC12705,Urban,Mud,Clear,Night_Dark,11.0,12.0,1.0,5.0,1.36,Low,11.73,-0.27,0.937,11.55,-0.45,0.192,0.798,Surface,0.728,0.394,0.592,11.87,-0.13,28.88,0.9607894391523232,0.07,0.956,-2.074,6.002,9.403,0.928,Shallow Puddle,0.9,True,0.342,0.158
SC12706,Urban,Concrete,Mist,Dusk,4.02,9.0,7.0,82.0,81.43,Moderate,8.89,-0.11,0.549,9.46,0.46,0.363,0.585,Bottom,0.42,0.778,0.348,9.01,0.01,23.25,0.7557837414557255,0.206,0.727,2.013,-0.126,10.136,0.984,Flooded Pothole,0.95,True,0.414,0.203
SC12707,Urban,Gravel,Foggy,Dusk,9.08,14.0,12.0,114.0,115.0,Severe,13.29,-0.71,0.375,12.51,-1.49,0.437,0.487,Mixed,0.286,0.95,0.25,14.42,0.42,15.57,0.6187833918061408,0.3,0.58,-1.698,3.18,9.461,0.964,Flooded Pothole,0.95,True,0.474,0.24
SC12708,Urban,Concrete,Rainy,Dusk,9.78,16.0,8.0,309.0,316.18,Severe,16.41,0.41,0.322,16.4,0.4,0.382,0.562,Bottom,0.387,0.82,0.325,15.87,-0.13,20.4,0.7261490370736909,0.273,0.695,6.513,5.13,10.037,0.975,Flooded Pothole,0.95,True,0.426,0.21
SC12709,Rural,Gravel,Mist,Dusk,5.16,17.0,9.0,113.0,111.94,Severe,16.8,-0.2,0.455,11.93,-5.07,0.398,0.54,Surface,0.358,0.858,0.25,16.56,-0.44,21.2,0.697676326071031,0.252,0.664,1.176,4.232,9.188,0.967,Flooded Pothole,0.95,True,0.438,0.217
SC12710,Rural,Dirt,Rainy,Dusk,9.58,5.0,3.0,162.0,155.31,Low,5.35,0.35,0.608,4.79,-0.21,0.263,0.711,Bottom,0.598,0.552,0.526,5.22,0.22,27.59,0.8869204367171575,0.141,0.873,1.01,2.98,10.035,0.94,Shallow Puddle,0.9,True,0.366,0.172
SC12711,Urban,Concrete,Thunderstorm,Daylight,2.98,13.0,1.0,406.0,406.65,Moderate,14.14,1.14,0.417,13.12,0.12,0.192,0.798,Bottom,0.728,0.394,0.682,13.17,0.17,30.06,0.9607894391523232,0.151,0.956,2.923,0.23,10.155,0.981,Shallow Puddle,0.9,True,0.342,0.158
SC12712,Urban,Dirt,Foggy,Night_Dark,4.2,14.0,4.0,237.0,239.25,Moderate,13.81,-0.19,0.483,14.13,0.13,0.293,0.674,Bottom,0.545,0.618,0.476,13.95,-0.05,28.48,0.8521437889662113,0.178,0.834,4.504,3.11,9.344,0.968,Flooded Pothole,0.95,True,0.378,0.18
SC12713,Rural,Dirt,Cloudy,Dawn,7.25,14.0,8.0,51.0,50.57,Moderate,13.54,-0.46,0.548,9.81,-4.19,0.382,0.562,Surface,0.387,0.82,0.25,14.79,0.79,21.35,0.7261490370736909,0.22,0.695,5.968,4.136,9.978,0.951,Flooded Pothole,0.95,True,0.426,0.21
SC12714,Urban,Asphalt,Thunderstorm,Night_Streetlights,8.4,9.0,3.0,490.0,492.58,Severe,10.51,1.51,0.31,9.01,0.01,0.263,0.711,Bottom,0.598,0.552,0.538,9.01,0.01,24.56,0.8869204367171575,0.209,0.873,0.211,3.255,9.885,0.974,Flooded Pothole,0.95,True,0.366,0.172
SC12715,Urban,Concrete,Foggy,Night_Streetlights,2.09,7.0,3.0,105.0,104.25,Low,7.91,0.91,0.673,7.06,0.06,0.263,0.711,Bottom,0.598,0.552,0.535,7.3,0.3,25.49,0.8869204367171575,0.131,0.873,-1.036,-0.737,9.218,0.984,Flooded Pothole,0.95,True,0.366,0.172
SC12716,Rural,Asphalt,Foggy,Dawn,4.07,17.0,9.0,214.0,215.71,Severe,16.91,-0.09,0.37,17.43,0.43,0.398,0.54,Bottom,0.358,0.858,0.302,17.13,0.13,18.9,0.697676326071031,0.273,0.664,5.825,4.153,10.544,0.98,Flooded Pothole,0.95,True,0.438,0.217
SC12717,Rural,Mud,Mist,Night_Dark,7.44,6.0,0.0,174.0,169.82,Low,6.91,0.91,0.712,6.02,0.02,0.0,1.0,Bottom,1.0,0.0,1.0,5.86,-0.14,28.47,1.0,0.084,1.0,0.583,0.379,9.806,0.933,Dry,0.98,False,0.0,0.15
SC12718,Rural,Asphalt,Drizzle,Dusk,2.42,7.0,1.0,199.0,208.96,Low,8.47,1.47,0.619,6.92,-0.08,0.192,0.798,Mixed,0.728,0.394,0.646,6.95,-0.05,29.66,0.9607894391523232,0.112,0.956,2.917,2.811,10.367,0.981,Shallow Puddle,0.9,True,0.342,0.158
SC12719,Urban,Dirt,Mist,Daylight,10.09,5.0,5.0,149.0,150.75,Moderate,5.07,0.07,0.541,2.26,-2.74,0.319,0.641,Surface,0.498,0.678,0.278,5.17,0.17,23.71,0.8187307530779818,0.18,0.797,1.16,1.524,10.087,0.957,Flooded Pothole,0.95,True,0.39,0.188
SC12720,Rural,Mud,Rainy,Night_Streetlights,7.13,18.0,5.0,278.0,288.28,Severe,20.11,2.11,0.411,16.89,-1.11,0.319,0.641,Mixed,0.498,0.678,0.357,17.87,-0.13,25.28,0.8187307530779818,0.208,0.797,0.12,1.263,8.974,0.941,Flooded Pothole,0.95,True,0.39,0.188
SC12721,Rural,Mud,Foggy,Night_Dark,8.4,11.0,5.0,230.0,235.92,Moderate,12.12,1.12,0.456,9.05,-1.95,0.319,0.641,Mixed,0.498,0.678,0.323,11.13,0.13,22.34,0.8187307530779818,0.197,0.797,-1.285,0.707,10.12,0.937,Flooded Pothole,0.95,True,0.39,0.188
SC12722,Urban,Gravel,Drizzle,Dawn,2.62,20.0,13.0,167.0,164.57,Extreme,19.98,-0.02,0.319,13.61,-6.39,0.448,0.473,Surface,0.267,0.975,0.25,20.54,0.54,15.04,0.5945205479701944,0.3,0.554,7.973,5.156,9.613,0.98,Flooded Pothole,0.95,True,0.486,0.247
SC12723,Urban,Dirt,Cloudy,Night_Dark,5.48,7.0,3.0,55.0,51.0,Low,7.11,0.11,0.749,5.8,-1.2,0.263,0.711,Surface,0.598,0.552,0.417,6.86,-0.14,26.48,0.8869204367171575,0.12,0.873,4.034,0.334,9.407,0.965,Shallow Puddle,0.9,True,0.366,0.172
SC12724,Urban,Asphalt,Rainy,Dawn,9.72,7.0,0.0,269.0,275.6,Low,8.38,1.38,0.576,6.91,-0.09,0.0,1.0,Bottom,1.0,0.0,1.0,7.02,0.02,30.41,1.0,0.105,1.0,3.239,0.398,10.039,0.969,Dry,0.98,False,0.0,0.15
SC12725,Rural,Mud,Thunderstorm,Dusk,3.35,18.0,10.0,453.0,445.89,Extreme,15.29,-2.71,0.219,18.32,0.32,0.413,0.521,Bottom,0.331,0.892,0.287,17.59,-0.41,19.03,0.6703200460356393,0.3,0.635,0.772,5.261,9.345,0.968,Flooded Pothole,0.95,True,0.45,0.225
SC12726,Urban,Mud,Rainy,Dusk,4.14,9.0,3.0,191.0,191.31,Moderate,9.05,0.05,0.565,6.92,-2.08,0.263,0.711,Surface,0.598,0.552,0.375,9.31,0.31,25.34,0.8869204367171575,0.148,0.873,3.292,0.213,10.283,0.967,Shallow Puddle,0.9,True,0.366,0.172
SC12727,Urban,Gravel,Rainy,Daylight,8.76,9.0,5.0,307.0,301.51,Moderate,8.73,-0.27,0.4,6.31,-2.69,0.319,0.641,Surface,0.498,0.678,0.28,9.03,0.03,21.8,0.8187307530779818,0.21,0.797,3.244,1.758,9.318,0.961,Flooded Pothole,0.95,True,0.39,0.188
SC12728,Rural,Mud,Rainy,Night_Dark,5.69,7.0,0.0,170.0,159.89,Low,5.81,-1.19,0.726,7.05,0.05,0.0,1.0,Bottom,1.0,0.0,1.0,6.86,-0.14,30.75,1.0,0.082,1.0,0.768,-0.266,9.807,0.946,Dry,0.98,False,0.0,0.15
SC12729,Urban,Gravel,Drizzle,Dusk,10.17,14.0,7.0,165.0,170.9,Moderate,14.57,0.57,0.459,12.65,-1.35,0.363,0.585,Mixed,0.42,0.778,0.29,14.27,0.27,22.76,0.7557837414557255,0.224,0.727,3.593,1.331,10.384,0.956,Flooded Pothole,0.95,True,0.414,0.203
SC12730,Rural,Asphalt,Mist,Dawn,7.25,8.0,2.0,82.0,69.07,Low,8.48,0.48,0.769,6.98,-1.02,0.23,0.752,Mixed,0.659,0.478,0.505,7.86,-0.14,28.22,0.9231163463866358,0.104,0.913,0.347,0.165,9.721,0.972,Shallow Puddle,0.9,True,0.354,0.165
SC12731,Urban,Mud,Clear,Dawn,6.95,18.0,6.0,34.0,35.78,Moderate,18.26,0.26,0.64,15.3,-2.7,0.342,0.612,Surface,0.457,0.73,0.254,18.06,0.06,20.3,0.7866278610665535,0.177,0.761,2.401,6.111,10.544,0.953,Flooded Pothole,0.95,True,0.402,0.195
SC12732,Rural,Asphalt,Thunderstorm,Dusk,4.38,13.0,1.0,384.0,388.8,Moderate,12.5,-0.5,0.432,12.97,-0.03,0.192,0.798,Bottom,0.728,0.394,0.689,12.98,-0.02,28.25,0.9607894391523232,0.148,0.956,2.472,0.865,10.028,0.976,Shallow Puddle,0.9,True,0.342,0.158
SC12733,Rural,Mud,Cloudy,Night_Dark,10.07,11.0,10.0,157.0,146.18,Severe,12.21,1.21,0.4,5.66,-5.34,0.413,0.521,Surface,0.331,0.892,0.25,10.96,-0.04,18.79,0.6703200460356393,0.279,0.635,0.202,-1.148,10.249,0.938,Flooded Pothole,0.95,True,0.45,0.225
SC12734,Rural,Asphalt,Mist,Night_Streetlights,2.11,7.0,7.0,107.0,104.54,Moderate,7.78,0.78,0.524,7.57,0.57,0.363,0.585,Bottom,0.42,0.778,0.344,7.05,0.05,20.74,0.7557837414557255,0.211,0.727,-0.346,0.963,9.928,0.986,Flooded Pothole,0.95,True,0.414,0.203
SC12735,Urban,Gravel,Clear,Dawn,11.61,6.0,6.0,79.0,75.98,Moderate,5.92,-0.08,0.59,4.65,-1.35,0.342,0.612,Mixed,0.457,0.73,0.316,6.0,0.0,22.34,0.7866278610665535,0.185,0.761,-0.001,2.007,9.896,0.96,Flooded Pothole,0.95,True,0.402,0.195
SC12736,Urban,Mud,Mist,Dusk,11.03,18.0,15.0,157.0,159.26,Extreme,18.61,0.61,0.285,15.39,-2.61,0.465,0.447,Mixed,0.233,0.982,0.25,18.19,0.19,10.83,0.5488116360940265,0.3,0.506,7.275,1.078,10.25,0.945,Flooded Pothole,0.95,True,0.51,0.263
SC12737,Rural,Mud,Foggy,Night_Streetlights,6.98,13.0,13.0,115.0,112.67,Severe,11.65,-1.35,0.354,10.37,-2.63,0.448,0.473,Mixed,0.267,0.975,0.25,12.5,-0.5,15.19,0.5945205479701944,0.3,0.554,2.851,0.788,10.023,0.956,Flooded Pothole,0.95,True,0.486,0.247
SC12738,Urban,Dirt,Foggy,Dusk,8.47,6.0,2.0,147.0,142.6,Low,5.19,-0.81,0.664,4.98,-1.02,0.23,0.752,Surface,0.659,0.478,0.482,6.14,0.14,27.28,0.9231163463866358,0.119,0.913,-0.359,-0.092,9.895,0.951,Shallow Puddle,0.9,True,0.354,0.165
SC12739,Rural,Asphalt,Mist,Daylight,2.59,11.0,4.0,164.0,162.72,Moderate,10.39,-0.61,0.562,11.1,0.1,0.293,0.674,Bottom,0.545,0.618,0.478,11.39,0.39,25.98,0.8521437889662113,0.163,0.834,1.515,0.932,10.311,0.982,Flooded Pothole,0.95,True,0.378,0.18
SC12740,Rural,Dirt,Cloudy,Daylight,4.2,8.0,3.0,103.0,102.99,Low,8.62,0.62,0.675,6.64,-1.36,0.263,0.711,Surface,0.598,0.552,0.409,8.1,0.1,26.55,0.8869204367171575,0.131,0.873,2.718,0.095,9.215,0.964,Flooded Pothole,0.95,True,0.366,0.172
SC12741,Urban,Dirt,Rainy,Dawn,4.93,20.0,18.0,259.0,255.5,Extreme,18.6,-1.4,0.195,11.37,-8.63,0.484,0.416,Surface,0.192,0.931,0.25,20.38,0.38,5.02,0.4867522559599717,0.3,0.441,2.835,3.539,10.344,0.972,Flooded Pothole,0.95,True,0.546,0.285
SC12742,Urban,Mud,Drizzle,Night_Dark,7.27,20.0,9.0,148.0,141.71,Severe,20.34,0.34,0.429,15.34,-4.66,0.398,0.54,Surface,0.358,0.858,0.25,19.9,-0.1,19.57,0.697676326071031,0.258,0.664,-0.665,3.96,9.924,0.953,Flooded Pothole,0.95,True,0.438,0.217
